STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
038620,99999, 20190701,   61.1,24,   50.7,24, 1020.3, 6, 1019.1, 6,   8.0,24,   8.1,24,  14.0, 999.9,   69.8*,  48.7 , 0.00G,999.9, 000000,
038620,99999, 20190702,   61.2,24,   48.5,24, 1025.1, 7, 1023.9, 7,   7.9,24,   7.3,24,  12.0, 999.9,   71.6*,  46.2 , 0.00G,999.9, 000000,
038620,99999, 20190703,   61.7,24,   48.7,24, 1025.9, 5, 1024.7, 5,   7.9,24,   6.0,24,   8.9, 999.9,   69.8*,  50.0*, 0.00G,999.9, 000000,
038620,99999, 20190704,   61.8,24,   48.9,24, 1025.4, 7, 1024.2, 7,   7.2,24,   4.7,24,   9.9, 999.9,   71.8*,  45.0 , 0.00G,999.9, 000000,
038620,99999, 20190705,   64.9,24,   53.6,24, 1019.9, 7, 1018.7, 7,   7.5,24,   3.6,24,   8.0, 999.9,   77.0*,  49.3 , 0.00G,999.9, 000000,
038620,99999, 20190706,   67.4,24,   55.6,24, 1015.1, 5, 1013.9, 5,   7.5,24,   5.7,24,  11.1, 999.9,   77.0*,  54.5 , 0.00G,999.9, 000000,
038620,99999, 20190707,   63.6,24,   57.3,24, 1015.3, 6, 1014.1, 6,   7.3,24,   5.7,24,  11.1, 999.9,   69.8*,  59.0*, 0.00G,999.9, 010000,
038620,99999, 20190708,   61.5,24,   49.2,24, 1020.0, 6, 1018.7, 6,   6.2,24,   4.6,24,   9.9, 999.9,   69.8*,  47.5 , 0.00G,999.9, 100000,
038620,99999, 20190709,   63.3,24,   51.4,24, 1021.4, 6, 1020.2, 6,   7.1,24,   5.2,24,  12.0, 999.9,   75.2*,  49.6 , 0.00G,999.9, 000000,
038620,99999, 20190710,   66.2,24,   52.7,24, 1020.5, 5, 1019.3, 5,   7.1,24,   4.9,24,   9.9, 999.9,   77.0*,  55.0 , 0.00G,999.9, 000000,
038620,99999, 20190711,   67.0,24,   56.2,24, 1014.3, 8, 1013.1, 8,   8.0,24,   5.0,24,  11.1, 999.9,   77.0*,  58.6 , 0.00G,999.9, 010000,
038620,99999, 20190712,   67.8,24,   56.2,24, 1014.9, 6, 1013.7, 6,   8.0,24,   7.5,24,  15.0, 999.9,   78.8*,  55.2 , 0.00G,999.9, 000000,
038620,99999, 20190713,   63.4,24,   52.8,24, 1021.2, 5, 1020.0, 5,   7.4,24,   5.9,24,  12.0, 999.9,   73.4*,  51.6 , 0.00G,999.9, 000000,
038620,99999, 20190714,   64.2,24,   56.4,24, 1022.5, 6, 1021.2, 6,   7.3,24,   4.8,24,   9.9, 999.9,   71.6*,  56.3 , 0.00G,999.9, 000000,
038620,99999, 20190715,   60.3,24,   50.5,24, 1022.9, 8, 1021.6, 8,   8.0,24,   5.3,24,  11.1, 999.9,   69.8*,  50.7 , 0.00G,999.9, 000000,
038620,99999, 20190716,   60.3,24,   51.5,24, 1020.3, 7, 1019.1, 7,   7.3,24,   4.4,24,  11.1, 999.9,   69.8*,  46.2 , 0.00G,999.9, 010000,
038620,99999, 20190717,   62.7,24,   53.2,24, 1017.0, 5, 1015.7, 5,   6.9,24,   4.9,24,  11.1, 999.9,   73.4*,  48.0 , 0.00G,999.9, 010000,
038620,99999, 20190718,   65.3,24,   55.9,24, 1011.7, 7, 1010.5, 7,   7.6,24,   8.5,24,  13.0, 999.9,   73.4*,  57.7*, 0.01G,999.9, 010000,
038620,99999, 20190719,   60.4,24,   59.0,24, 1012.4, 6, 1011.1, 6,   6.8,24,   7.6,24,  14.0, 999.9,   64.8*,  49.5 , 0.00G,999.9, 010000,
038620,99999, 20190720,   66.1,24,   58.1,24, 1008.4, 6, 1007.3, 6,   7.4,24,   8.9,24,  15.9,  26.0,   73.4*,  53.6*, 0.65G,999.9, 010000,
038620,99999, 20190721,   63.0,24,   55.6,24, 1018.4, 5, 1017.2, 5,  10.4,24,   6.8,24,  13.0, 999.9,   72.0*,  48.0 , 0.01G,999.9, 010000,
038620,99999, 20190722,   67.0,24,   62.4,23, 1022.1, 6, 1020.9, 6,   8.1,24,   6.0,24,   9.9, 999.9,   75.2*,  59.4*, 0.00G,999.9, 110000,
038620,99999, 20190723,   74.8,24,   59.4,24, 1019.0, 6, 1017.8, 6,   4.9,24,   7.1,24,  14.0, 999.9,   88.5*,  58.1 , 0.00G,999.9, 110000,
038620,99999, 20190724,   71.1,24,   62.5,24, 1010.2, 5, 1009.0, 5,   7.2,24,   5.9,24,  12.0, 999.9,   78.8*,  60.8*, 0.27G,999.9, 010000,
038620,99999, 20190725,   71.7,24,   61.5,24, 1011.4, 7, 1010.2, 7,   8.3,24,   5.1,24,  11.1, 999.9,   86.0*,  57.9 , 0.00G,999.9, 010000,
038620,99999, 20190726,   68.1,24,   60.9,24, 1011.3, 5, 1010.1, 5,   7.0,24,   6.3,24,   9.9, 999.9,   73.8*,  64.0*, 0.00G,999.9, 010000,
038620,99999, 20190727,   67.1,24,   55.7,24, 1009.3, 5, 1008.1, 5,   8.6,24,   7.6,24,  11.1, 999.9,   75.7*,  60.4 , 0.00G,999.9, 000000,
038620,99999, 20190728,   65.4,24,   53.2,24, 1007.9, 6, 1006.7, 6,  11.8,24,   8.5,24,  15.0, 999.9,   75.4*,  56.5 , 0.00G,999.9, 000000,
038620,99999, 20190729,   64.0,24,   53.4,24, 1008.5, 6, 1007.3, 6,  11.9,24,   6.8,24,  14.0, 999.9,   71.8*,  48.2 , 0.00G,999.9, 000000,
038620,99999, 20190730,   65.3,24,   59.2,24, 1005.8, 7, 1004.6, 7,   8.6,24,  16.0,24,  22.0,  33.0,   70.9 ,  61.5*, 0.02G,999.9, 010000,
038620,99999, 20190731,   65.0,24,   56.6,24, 1011.5, 5, 1010.3, 5,   9.2,24,  10.5,24,  15.0, 999.9,   71.6*,  57.2*, 0.31G,999.9, 010000,
